,url,source,title,author,text
0,http://politicono.com/mexican-cartels-offer-pay-border-wall-helps-mr-trump-get-elected/,politicono,Mexican Cartels Offer To Pay For The Border Wall “If It Helps Mr. Trump Get Elected”,['Lea Vat Kens'],"The resources of Mexican transnational criminal organizations, also known as cartels, will be seized and used to fund Donald Trump’s border wall if he wins the 2016 presidential election. The wall, which several previously high-trafficked areas of the U.S.-Mexico border already have – whether an actual wall or a several tiered fencing and integrated technological system – has been a controversial issue to pundits and politicians who lack information on the subject.

However, in a surprising turn of events, several representatives of Mexican drug cartels have come forward recently and, after requesting anonymity for understandable reasons, stated that there will be “no need” to seize their funds in order to pay for the Trump Wall, because, as they claimed, “we are more than willing to give the money to Mr. Trump with which to fund construction if that will guarantee his presidency in November’s presidential election.”

“There is no need for any type of confrontation or escalation of violence, especially now that tensions are so high between law enforcement and civilians, American, Mexican, or otherwise,” one of the representatives said in an interview with a Southern Texas local radio station. “There is no need to go through great lengths to come up with the money as our organizations would be more than happy to help Mr. Trump build his wall should he become president.”

Asked to elaborate on the reason behind their surprising and hard-to-believe statements, one of the cartel spokespersons added that his organization is “relying on the good word of future president Donald Trump about the U.S. stopping its meddling in other countries’ business.” “We believe him to be a man of his word, otherwise, how else would he have gotten to the position of a presidential candidate? He must be a very honest and straightforward man if he’s doing the job that he is,” they said.

“Mexico is struggling enough without having the United States interfering in its internal problems constantly, so we’re hoping this gesture of good faith will prompt Mr. Trump to keep his promise and stop America from running Mexico’s government and politicians like puppets on a string,” the spokesman said. When asked what else the cartels stand to gain from such a deal, things got quite interesting.

“Obviously, leaving Mexico alone is one thing, and it’s very important to us,” he said. “The other thing is that we don’t expect to suffer any major losses when it comes to large shipments of our main product into U.S. territory, because smuggling packages via mules through underground beneath-the-border tunnels is a thing of the past. Nowadays we’re doing it with style. That’s why I’d like to sent a message to Mr. Trump, and that message is that he should feel free to build the wall as high as he wants; our private jets can fly pretty high, too.”

“So, he should really go all out with this one, because, who knows if he’ll ever get another chance like this to build something so monumental using someone else’s money. Although, now that I’ve mentioned it, he IS going to be President of the United States, so I guess he’ll be wasting Americans’ money on all kinds of business endeavors. Well, you can’t win ‘em all,” the spokesperson said with a grin."
0,http://politicono.com/conway-calls-prohibit-golden-state-winning-championship-unless-come-celebrate-white-house-like-law-says/,politicono,Conway Calls To Prohibit Golden State From Winning The Championship Unless They Come Celebrate In The White House “Like The Law Says”,['Lea Vat Kens'],"Shaun Livingston said months ago, if the Warriors won the title, he wouldn’t visit Donald Trump’s White House. He’s unsurprisingly not alone in that thinking. Golden State coach Steve Kerr has called Donald Trump’s policies un-American. Stephen Curry essentially called the American president an a*s. David West said Trump’s approach is the opposite of what the forward teaches youth. But this level of unified decision-making was still somewhat surprising to see after the Warriors clinched the 2017 NBA title. This isn’t the first time players faced that conflict – participating in a photo op with someone whose policies and rhetoric you find reprehensible vs. respecting the office of the presidency – though, they have usually sided with respecting the office and getting the experience of a lifetime.

Meanwhile, counselor to U.S. President, Kellyanne Conway is at it again. In an interview with Minnesota’s KYSP Radio, she argued that the news of the Warriors’ refusal to visit the White House in a celebratory fashion is “a disrespectful act” and something you just don’t turn down. “First of all, I have to mention that I was going to congratulate the team for their win, but then I realized I’d be acting against my position by doing so. That’s the first thing. The second thing, I mean, I understand that everyone has the right to free will and all that, but everybody knows that an invite to visit the White House is a privilege not many are granted. It’s just one of those things you don’t turn down. So, to do something like this, and publicly, it’s a scandal,” she said.

She continued, “One could almost say it’s a rule. As a matter of fact, you know something? I’m just going to go out there and say it: it’s a law. And though I know it’s not really a law, I’m going to make sure to make it one. Because, it’s not about who the president is; the guy’s in there only temporarily. It’s about the structure, the space, the history within it and, ultimately, the honor of being inside a place where so many decisions took place; decisions that shaped the world as we know it. Ugh, I’m getting goosebumps just thinking about it. I can’t even begin to describe how I felt when I visited it for the first time. The Warriors don’t realize it yet, but they’re looking at this all wrong.”

“That’s exactly why I plan to do everything in my power to make sure Golden State is prohibited from winning the championship, formally speaking, unless they agree to come and celebrate in the White House. That’s the rule – or the law, whichever one you prefer – because I refuse to let this privilege be smeared by a group of so-called athletes who are such prima donnas that they can’t fathom being a part of something greater than their own puny achievements. Winning the NBA is done by a different team every year; but, there’s only one White House. That’s the gameplay, fellas. I hope I made it clear enough for you,” she concluded."
0,http://politicono.com/miami-heat-brought-lebron-james-hostage-demands/,politicono,Miami Heat Brought on By LeBron James Hostage Demands,[],"Holding hostages for money is understandable, but holding the American “Basketball games hostage is a little extreme. LeBron James has made it clear to his fans, and to Donald Sterling, LA Clippers owner, that he will not be forced to play basketball, until his demands are met.

LeBron, an NBA superstar talents seems to go outside the realms of basket. He is quite a negotiator. LeBron James wants the lead role in the sequel “Space Jam’, the remake if it is ever to be remade, and he insists that the Milwaukee Bucks, who had a really sad season be reclassified as a high school team.

Fans would think that this is enough “blackmail” demands even for a superstar like LeBron; but, this is just the beginning. He has the power, and he is holding the world hostage with even more demands.

The NBA have until next season to dump Sterling for the racist remarks he made, or lose one of the best basketball players since Michael Jordan."
0,http://politicono.com/gop-rep-isis-will-force-nfl-play-burqas-dont-act/,politicono,GOP Rep.: ‘ISIS Will Force the NFL to Play in Burqas If We Don't Act’,['Maxwell Cohn'],"HOUSTON—Representative Ted Poe, R-Texas, warned the Obama administration Wednesday that “ISIS will force the NFL to wear burqas and other forms of Islamic dress if we don’t act immediately.

“ISIS’s inevitable takeover of the NFL is a horrific vision. Burqas provide no head or body protection whatsoever. And by dressing all teams identically, ISIS will make it extremely difficult for NFL players to distinguish between their team members and opponents. How we will determine the true winner of this year’s Superbowl!” Mr. Poe added.

While ISIS has not specifically threatened to dress NFL players in Islamic garb during their violent messages to America, Mr. Poe sees redecorating the NFL as “ISIS’s most obvious next move.”

Prior to his address about ISIS’s NFL burqa Armageddon, Poe alerted the American people that ISIS could infiltrate the United States across the southern border. Poe predicts ISIS will call upon Mexican drug cartels to traffic terrorists into America, thus advising President Obama to strengthen security at the U.S.-Mexico border, not only as means to prevent illegal aliens from entering, but as a weapon for thwarting ISIS’s next act of terror against the NFL.

Poe’s premonition that ISIS will seep into America has been further validated by Gary Painter, sheriff of Midland County, Texas, who reported finding Qurans, Islamic clothing, and sketches of Dallas Cowboys players wearing full-length burqas scattered along the U.S.-Mexico border.

Senator Lindsey Graham, R-S.C., has seconded these concerns, stating that President Obama “needs to rise to the occasion before we all get killed back here at home, before ISIS covertly enters NFL locker rooms across America and sends our athletes out onto the field dressed in burqas, which aren’t even supposed to be worn by men in the first place.”"
0,http://politicono.com/hannity-liberals-hire-13yo-girls-seduce-trump-blame-hes-just-man/,politicono,Hannity: “Liberals Hire 13yo Girls To Seduce Trump And Then Blame Him For It? He’s Just A Man”,['Lea Vat Kens'],"Fox News host Sean Hannity prepared his audience for yet another woman coming forward with accusations of sexual assault against Donald Trump, insisting the newest charge against the Republican presidential candidate is “going nowhere.” “I told you there was going to be some bomb this week,” Hannity said Wednesday on the Sean Hannity Show. “There’s this woman that had claimed that Donald Trump raped her when she was thirteen years old and is going to break her silence on Wednesday afternoon,” Hannity said. “So that’s the one they’ve been holding back on.”

“And here’s the key thing I personally have a problem with here,” he added. “Imagine you’re a Democrat, right. You’re a liberal and your sole objective from the moment you wake up in the morning till the moment you go back to bed at night is figuring out how to take down Donald Trump. And trust me, there are people like that all over the place, it’s incredible. Anyway, that’s all you think about, 24/7. And after you’ve tried every possible trick in the book – and have taken advantage of Trump’s own incidents against him – you realize he’s just too tough of a nut to crack, right. So, what do you do next?”

He continued, “Well, you start thinking outside the box. And since you’ve already exhausted every child molester, serial rapist, misogynist, bigoted and every other angle you could think of, you’re down to one option. You come up with this idea to pay some random 13-year-old girl a handsome amount of money to accuse Donald Trump of raping her. Now, we’re talking here about a guy who’s had so many girls and women in his life he doesn’t remember 99% of them. And naturally, when a cute, little 13-year-old girl asks him if he remembers raping her, he’s going to go with ‘I don’t think so, but I’m not sure.’”

“So, your plan is working like a charm up until this point,” Hannity said. “Now it’s time to get everybody on Trump’s case and take him down once and for all. But, here’s why that won’t work either – you paid an underage girl to lie and accuse an innocent man of rape, and then you want to convince the public that he should be blamed for it? Basically, your goal is to blame a billionaire for raping a 13-year-old girl he never even met? This is Donald Trump we’re talking about here – he could have small girls by the bucket loads waiting for him anytime, anywhere, including importing foreign ones from abroad. They’re much easier to work with because, after all, they don’t fight back as hard as our girls.”

“But, anyway – great plan, genius, it’s really fail-proof. And you know what the best part of it is? You’re putting all your money on the public condemning a man for falling for the spell of a woman, or in this case, young girl. How would you expect him to react? ‘Hey, here’s a young girl who’s DTF, but I think I’ll sit this one out?’ Yeah – said no man ever. No normal male would ever turn down free sex, and yes, dear ladies – that also goes for those snot-nosed, geek types of men you have doing your choirs at home. If it’s a tight hole and it’s attached to two legs, preferably belonging to a female homo sapiens, us guys are good to go. And trust me, Donald Trump is no different in that regard,” Hannity concluded."
0,http://politicono.com/scott-walker-suggests-carving-jesus-face-into-mt-rushmore-as-one-of-the-founding-fathers/,politicono,Scott Walker Suggests Carving Jesus’ Face Into Mt. Rushmore “As One Of The Founding Fathers”,['Lea Vat Kens'],"“There are many ways to describe South Dakota’s way of attracting millennials, and one of them is to refer to it as “out of this world.” Namely, in an attempt to re-brand the state, South Dakota’s government – with the help of a marketing firm – has launched a new ad campaign with a simple, albeit bizarre message: “Moving here is better than moving to Mars.”

““Mars. The air not breathable. The surface: cold and barren,” the commercial begins. “But thousands are lining up for a chance to go there and never come back. But wait just a minute, would-be Mars rovers. Have you considered South Dakota?” The narrator makes the pitch: “South Dakota. Progressive. Productive. And abundant in oxygen. Why die on Mars when you can live in South Dakota?”

“While the ad is raising eyebrows, the Argus Leader detailed the painstaking process that went into this approach. The goal of the Governor’s office of Economic Development was to attract young people to a place deemed “boring.” Commissioner Pat Costello said the “hook works” with the younger generation, whom they are trying to attract.

See Also: Chris Christie: “Women’s Viagra Pill Will Only Increase Lesbianism”

“Costello told the newspaper: “You can live a life here. You can have fun here. You can have a great job and go fishing and biking and hiking. The opportunities are abundant.” And then he whipped out the ad-reference: “And hey – it really is way better than Mars.”

However, it would seem that politicians aren’t just focused on the 2016 presidential elections. One of the most conservative Republicans out there at the moment, Scott Walker, Gov. of Wisconsin, apparently caught sight of the peculiar advertisement and expressed his support and personal view on the matter in an exclusive interview with Newslo.

“I am well aware that people think I’m utterly conservative. But you know what? I don’t have a problem with that, not at all,” Walker stated. “In fact, one of the most conservative, and at the same time, impressive architectural features in the world is in South Dakota and the state’s government does it justice by trying to attract more people. Mt. Rushmore is a feature unlike any other I know about, and it’s synonymous with the state of South Dakota.”

He continued: “However, I do feel that Mt. Rushmore can be improved and left to the coming generations in a more glorious state than it was left for us by our predecessors. In addition to the founding fathers of this great nation, I think that carving the face of Jesus Christ into the rock would only amplify the significance of that great monument for all true Americans, since Jesus himself was also a founding father. I truly believe that it would help sway the misguided youth of this country onto their right and honorable path.”

Walker concluded by adding: “Not to mention it would do wonders for South Dakota’s tourism revenues.”"
0,http://politicono.com/carly-fiorina-everybody-likes-girl-on-girl-action/,politicono,"Fiorina: “Clinton won’t be able to 'play the gender card' Against Me, Everybody Likes Girl-On-Girl Action”",['Lea Vat Kens'],"“Washington, D.C. – Potential Republican presidential contender Carly Fiorina said Thursday that former Secretary of State Hillary Clinton won’t be able to “play the gender card” if she faces off against a woman in the presidential contest.

“Fiorina told reporters at a Christian Science Monitor breakfast: “I think that if Hillary Clinton were to face a female nominee, there are a whole set of things that she won’t be able to talk about. She won’t be able to talk about being the first woman president. She won’t be able to talk about a war on women without being challenged. She won’t be able to play the gender card.”

“Fiorina said in a female vs. female presidential match-up, Clinton would have to run on “her track record, her accomplishments, her candor and trustworthiness and her policies.” She continued: “And I think that’s what elections should be run on – not identity politics, not what you look like, but who you are, and what you believe, and what you’ve done, and what you will do.”

“The former Hewlett-Packard CEO is publicly undecided on whether to run for president, but she’s been making preparations for a campaign, traveling to early primary states to gauge interest in a potential bid. This week she’ll be in New Hampshire with the rest of the potential and announced GOP presidential contenders for the Republican leadership summit, hosted by the New Hampshire Republican Party.

“She’s been an outspoken critic of Clinton since the Democrat launched her campaign this last weekend, charging Tuesday that Clinton “lacks accomplishment” and knocking her on equal pay for women on Facebook. But Fiorina argued Thursday that aside from her gender, her business experience made her uniquely qualified for the presidency. “I’m not a neophyte in government, but I’m not a professional politician,” she said. She later added: “I understand how the world works.”

In an exclusive interview with Newslo, Fiorina stated that “Clinton is known to be well-prepared for every public appearance in her schedule,” but that “she’d have a hard time preparing for a debate with another female.”

“Everybody loves a girl-on-girl fight, that’s no secret,” Fiorina pointed out. “I can’t tell you which of the two of us would win, but I can say she’d definitely have her hands full with me. My unique business experience puts me in a position to view things from another, more professional angle, and that’s something she’ll never have. She just hasn’t done enough for this country to be worthy of presidency.”

And then, the gloves finally came off: “Who am I kidding? I would totally obliterate her in a debate. There is just too much at stake.”"
0,http://politicono.com/hillary-clinton-i-did-not-have-sexual-relations-with-that-woman-mrs-abedin/,politicono,"Hillary Clinton: “I Did Not Have Sexual Relations With That Woman, Mrs. Abedin”",['Lea Vat Kens'],"“Senate Republicans are renewing efforts to learn why Huma Abedin, a top assistant to then-Secretary of State Hillary Clinton, was allowed to keep working at the agency under a special, part-time status while also being employed at a politically-connected consulting firm. The new requests are being made by Iowa GOP Sen. Chuck Grassley, chairman of the Senate Judiciary Committee, following revelations that both women used a private internet service and email accounts for State Department correspondence.

“Grassley says that the earlier requests to the department have been largely ignored, so the new ones have gone to the department’s inspector general and to Secretary of State John Kerry, seeking their involvement. Grassley’s probe started in 2013, when he requested all communications between Abedin, after she switched from a full-time deputy chief of staff for Clinton to a part-timer, then started working for Teneo, a consulting firm that says it “brings together the disciplines of government and public affairs.”

“A July 2013 letter from the department to Grassley, provided by the senator’s office, states Abedin worked full-time from January 2009 to June 2012. It also states Abedin did not list outside employment upon ending her full-time employment and that the department retained her as an adviser-expert at the hourly rate of a SGA GS-15/10. The most recent available federal documents show the rate as $74.51 with a maximum pay of $155,500 annually.

“The letter to department Inspector General Steve Linick also questions whether the department’s “excessive” use of SGE designations undermines ethics standards and if Abedin and Clinton’s private emails have the potential to impede the department from fulfilling Freedom of Information Act, or FOIA, requests, over which the upper chamber’s Judiciary Committee has legislative jurisdiction.

Oddly enough, when asked by Newslo to comment on her assistant and their emails, Clinton, who is known for having a sharp tongue in almost every occasion, refused to do so. The former Secretary of State kept quiet even when Newslo’s reporter continued to insist with the question. However, she did finally comment, and rather angrily, on the question of whether her silence was to be taken as a sign of something more between the former First Lady and her mysterious assistant.

Clinton said: “How dare you ask me such a question? I most certainly did not have sexual relations with that woman. Mine and Huma Abedin’s relationship is strictly professional and I don’t know where you get such ideas. Oh, wait a minute…have you been talking to my husband? Never mind,” she concluded and left in a hurry."
0,http://politicono.com/both-gop-and-obama-assured-of-victory-in-2015-israeli-election/,politicono,Both GOP And Obama Assured Of Victory In 2015 Israeli Election,['Alex Stevan'],"“Washington, D.C. – Benjamin Netanyahu, Israeli Prime Minister, will face voters on Tuesday, just two weeks after he took a major political gamble by giving a controversial speech to the US Congress against the Obama administration’s wishes. The White House, clearly angered by an address criticizing its Iran deal-making, denied Netanyahu an Oval Office meeting during the visit. The reason, according to an official statement, was to “avoid the appearance of influencing a democratic election in a foreign country.”

“Snubbing an Israeli prime minister, though, can influence Israeli voters as much as giving him a West Wing photo-op. And with US-Israel tensions at a peak, many in Washington see telltale signs of an effort to oust a leader standing in the way of Obama administration’s Middle East policies.

“A senior fellow at the Foundation for Defense of Democracies, David Weinberg, who has studied American influence in Israeli elections, said: “This election cycle in Israel fits the hallmark of an American administration that seeks to influence the outcome.” The White House denied it was attempting to influence the Israeli elections by rebuffing Netanyahu and pointed to the well-circulated statement on why the prime minister wasn’t offered a meeting: “As a matter of principle and long-standing practice, we do not see heads of state or candidates in close proximity to their elections.”

“But such visits – or the lack thereof – have historically been one of the diplomatic weapons US administrations have deployed to sway the Israeli public. Previous presidents have bristled at the hawkish, unflinching posture – especially when it comes to the Israeli-Palestinian peace process – that Netanyahu and other Likud party leaders have often struck. But the current antagonism, exacerbated by the speech, has become particularly personal.

“On the other hand, when Republican House Speaker John Boehner extended the invitation to Netanyahu, many jumped on the House leader for helping the prime minister politically. This week, footage of Netanyahu being warmly received on Capitol Hill made it into a campaign ad. The bipartisan nature of the invitation and the fact that it was done without White House coordination – Boehner is a chief Obama rival and disagrees emphatically with his Iran policy – heightened Democratic pique over Netanyahu’s appearance.

However, when Newslo spoke to “Reuven Y. Hazan, the chairman of the political science department at Hebrew University of Jerusalem, on the topic of the Israeli election, he stated that: “the question is not whether Netanyahu will win or lose the election; it’s whether the Democrats or Republicans will.”

““Netanyahu’s speech in Washington was not to save Israel but to save himself; he should have stayed at home and addressed the concerns that trouble most Israelis,” Hazan told Newslo. “The Israeli are a very clever people; we had to be in order to survive in this world. And no one is blind. Even though it’s not being said out loud, everyone’s aware that Netanyahu is just a pawn in the political crusade between the GOP and Democrats. That’s precisely why his tunnel-vision view on things isn’t helping anyone. So, instead of focusing on Netanyahu, the world should be observing the Israeli election as a vote for either the GOP or Obama.”"
0,http://politicono.com/caitlyn-jenner-gop-baseball-shooting-proves-liberals-hate-gays/,politicono,Caitlyn Jenner: “GOP Baseball Shooting Proves That Liberals Hate Gays”,['Lea Vat Kens'],"Caitlyn Jenner told a group of college Republicans on Friday that the attack on a GOP baseball practice last Wednesday is just proof that “liberals can’t even shoot straight.” The Washington Examiner reported that Jenner made the remarks during a speech to the College Republican Foundation of Virginia. “Nobody deserves what happened out there,” Jenner said. “There’s no justification. As far as the people that were injured, it’s an absolute shame. You just want them to recover. Fortunately, the guy was a really bad shot…liberals can’t even shoot straight.” On Wednesday, gunman James Hodgkinson opened fire on a group of Republican congressmen and their aides who were practicing for a charity baseball match against Democrats. Five people were injured and Hodgkinson was killed by police. He was a supporter of Sen. Bernie Sanders (I-VT) and was feverishly devoted to liberal and progressive causes.

“Now, my life story is, admittedly, not one you encounter every day,” Jenner continued. “I’ve had quite an eventful existence, riddled with both ups and downs and I am grateful to be in this position right now. However, the thing I’m even more grateful for is the fact that I’m a Republican and that I’m supporting the right group of people in this country. Republicans are the best thing to happen to America in the last 50 years by far. On the other hand, we also have the liberals, Democrats or whatever you want to call them. Here’s the thing – everybody who’s blessed enough to be born in this country enjoys the most beautiful thing a human being can enjoy in their life and that’s freedom. That freedom has to do with everything, but most importantly, it has to do with choice. The freedom of choice is what really makes this country great.”

Jenner also said, “But, the thing that bothers me about the liberals is, they purport to want to give the citizens of this country a right to choose, yet they can’t make the right choice themselves. The first wrong choice a liberal makes in their life is, well, to become a liberal. The second wrong choice they make is the choice to lie to the American people. Take their supposed support to gay and transgender people, for example. They make that a staple of their campaign, their creed, and then one of their supporters goes out and tries to kill Republicans during a baseball practice. To make matters worse, he can’t even shoot straight, like I said. As a matter of fact, no liberal can shoot straight. And you know what that means: if they can’t shoot straight, well, the only option they’re left with is to shoot gays.”

“In reality, what this recent tragedy has shown us is the very thing the liberals have been trying to keep secret since the day they were founded. They do not support the freedom of choice, they do not support multiculturalism, they do not support anything that has to do with any sort of liberty – they’re basically communists in disguise. And above all, they hate gays and transgender people – I should know, we’re born with a radar for people like that. That’s why I feel sorry for every single LGBTQ person in this country that voted for Hillary Clinton in the last presidential election, as well as in any type of election ever. You’ve been lied to and you need to come around as soon as possible, because we’re going to be the targeted in the incidents to come. And trust me – there will be more and more shootings because liberals have started losing their grip of reality and it’s beginning to show,” she concluded."
0,http://politicono.com/republican-bill-allow-companies-force-employees-genetic-test-order-prove-god-fearing/,politicono,Republican Bill To Allow Companies To Force Employees To Do Genetic Test “In Order To Prove They Are God-fearing”,['Alex Stevan'],"A little-noticed bill moving through Congress would allow companies to require employees to undergo genetic testing or risk paying a penalty of thousands of dollars, and would let employers see that genetic and other health information. Giving employers such power is now prohibited by legislation including the 2008 genetic privacy and nondiscrimination law known as GINA. The new bill gets around that landmark law by stating explicitly that GINA and other protections do not apply when genetic tests are part of a “workplace wellness” program. The bill, HR 1313, was approved by a House committee on Wednesday, with all 22 Republicans supporting it and all 17 Democrats opposed.

However, the reason for the bill has less to do with the suspected discrimination of employees based on their genetics, which is to say, ethnicity, and more to do with, apparently, religion. Namely, a source within the committee who requested anonymity, told the Cincinnati Morning Star that the reason why the employer lobby pushed the Republicans into passing the bill was because they were “worried about the religious aspects of their employees’ personal lives, but could not ask them directly, as that would be considered offensive and discriminatory.” Apparently, companies are shifting their focus towards hiring only staff that have a strong connection to their religious side and are God-fearing.

“The moment you have a liberal employee that also happens to be an atheist or something or other, that’s when you know they don’t take their job as seriously as their traditionally-inclined coworkers, which also tends to ruin the work ethic in the office,” the source revealed. “It’s common knowledge that God-fearing workers have an innately different approach to their job; they’re more serious, more hardworking, more productive and, most importantly, are willing to work longer hours compared to their liberal colleagues. All these qualities simply make them the more desirable type of workers to have on the job, especially since everybody’s on about discrimination and equal rights and whatnot these days.”

“Moreover,” the source continued, “there’s also another aspect of God-fearing employees that makes them particularly attractive for companies and businesses. For example, liberal workers also tend to have a disruptive sexual preference and influence on the collective, which can cause a mutiny, let’s put it like that. If you have 9 workers who are God-fearing and traditional and extremely hardworking, and you also have a tenth one who’s an atheist and also happens to be homosexual, that’s something that can very easily bring about a whole lot of problems for you as an employer, and especially for the 9 workers who don’t want to work in that sort of environment.”

“That’s why it’s important for companies to have insight into the results of their employees’ genetic tests, so they can see right off the bat which of them are at the risk of becoming disruptive and disobedient. As an employer, you want a homogenous structure of workers to be handling challenges on a daily basis. If you have one or several of them who keep making waves and pissing off the rest of the guys and you realize you have to fire them for it, you’re at risk of being sued for discrimination, mobbing or whatever. This is just a simple way to avoid getting into a situation like that,” the source concluded."
0,http://politicono.com/trump-the-only-way-to-have-world-peace-is-for-every-country-to-have-a-nuclear-weapon/,politicono,Trump: “The Only Way To Have World Peace Is For Every Country To Have A Nuclear Weapon”,['Lea Vat Kens'],"During his Thursday speech in Burlington, Vermont, GOP presidential candidate Donald Trump stated that “some sense of equality” is the only way of achieving world peace. He opined that “allowing each country in the world to have a nuclear weapon” is “right now the best way of ensuring such equality.”

Asked about why he feels that way, the real estate magnate mentioned the Umpqua Community College mass shooting in Oregon, which took place in early October, saying that “lives would have been saved if more people had guns at that college.” “I can make the case that if there were guns in that room other than [the shooter’s], fewer people would have died. Fewer people would have been so horribly injured.”

“And the same logic can be applied to the bigger picture. I mean, right now you’ve got a situation where there’s terrorism and where people are scared to walk the streets of their neighborhoods because they fear a suicide bomber might blow himself up right next to them. And we’ve got to ask ourselves, ‘Why is this happening?’ ‘What motivates these people to take their own lives in such a way?’ And it’s not about idealism or religion, I don’t believe that. It has to do with jealousy, and that comes from inequality,” Trump opined.

He continued: “Why do you think so many people want to become Americans? Because this is the greatest country in the world and because people are drawn to us like flies to honey. And some of them choose to take the easy way out and migrate, while others are forced to stay behind in third world countries. That causes discontent, those people aren’t happy. So, that’s where we need to look for answers. And I think nuclear weapons are the answer we’ve been looking for for a long time.”

Trump then brought forth a theory that “giving a nuclear warhead to every country in the world would make them feel more important and more significant on the world political stage, which would result in fewer actual confrontations and wars.” “I’m not talking about a new arms race; I’m talking about a more equal distribution of power,” he added. “A distribution of power that could end wars, not start them.”

He also said, “And I also believe that would be a great way to get rid of some of the more antiquated nuclear weaponry our country has been having trouble maintaining. This would easily solve that problem. Then, a person in the audience asked, “But, wouldn’t that weaken us as a country and increase our enemies’ destructive potential?”

Trump slightly smiled and replied, “You clearly weren’t listening. I said we should encourage a MORE equal distribution of power, not a COMPLETELY equal one. We’d still keep the best stuff for ourselves. Or, in the words of the great Henry Ford, ‘Any customer can have a car painted any color that he wants so long as it is black.’ I think that explains everything.”"
0,http://politicono.com/williams-house-investigation-come-nbc-never-cared-truth/,politicono,"Williams On In-House Investigation: “Come On, It’s NBC! We Never Cared About The Truth”",['Marry-Ann Michaelson'],"“NBC News recently celebrated Brian Williams’ 10 years as anchor of “NBC Nightly News” with a promotional campaign that stressed trust and experience. Now he is in a fight for his journalistic life.

“Williams’ false statements regarding his accounts of his trip on a military helicopter during the 2003 invasion of Iraq have triggered an internal investigation at NBC News into the anchor’s versions of his story. The tale has come under attack from Iraq war veterans and spurred a growing chorus from media critics who say his job may be on the line.

“A journalism professor at USC’s Annenberg School for Communication and Journalism and a former broadcast news reporter, Judy Muller, said: “if you are a journalist, your basic job description is reporting the truth, so if you are caught telling a lie – intentional or not – your credibility is going to be seriously impaired. At the very least, in the age of instant judgment, you will be Twittered into a punch line.”

“Williams has said in recent years that he was in a Chinook helicopter that was forced down by a grenade and small-arms fire, even though his original 2003 reporting said it was another helicopter in the formation that was hit. Crew members in the 159th Aviation Regiment who were on the mission disputed Williams’ account to Stars and Stripes. Williams apologized earlier this week, and he told Stars and Stripes he did not know what caused him to “conflate one aircraft with another.”

“NBC News has assigned the head of its own investigative unit to look into the statements made by Williams. Richard Esposito, a former editor at the New York Daily News now at NBC, will head the investigation. The incident has ballooned into a full-blown crisis for NBC and Williams, whose “Nightly News” is the top-rated evening news program.

Williams exclusively told Newslo: “I have made several public apologies for my earlier statements, but I just don’t know what else people want me to do? If I had the power to turn back time, believe me, I would! I would go back and make sure I never say those words, but they’re out there and I can’t take them back.”

He added: “anyway, it’s not like I’ve done much damage. It’s the freakin’ NBC, we’ve never been about the truth. As long as the dollars kept rolling in, we would have been happy reporting even Jesus’ second coming.”"
0,http://politicono.com/king-abdullah-consults-clint-eastwood-wild-west-experience-priceless-middle-east/,politicono,King Abdullah Consults Clint Eastwood: “His Wild West Experience Is Priceless For The Middle East”,['Alex Stevan'],"“On Tuesday, members of the House Armed Services Committee met with the King of Jordan, Abdullah, not long after news broke that ISIS had burned to death a Jordanian pilot captured in the fight against the terrorist group. In a private session with lawmakers, the king showed an extraordinary measure of anger – anger which he expressed by citing American movie icon Clint Eastwood.

“Republican Rep. Duncan Hunter Jr., a Marine Corps veteran of two tours in Iraq and one in Afghanistan, who was in the meeting with the king, said: “he said there is going to be retribution like ISIS hasn’t seen. He mentioned ‘Unforgiven’ and he mentioned Clint Eastwood, and he actually quoted a part of the movie.”

“Hunter would not say which part of “Unforgiven” the king quoted, but noted it was where Eastwood’s character describes how he is going to deliver his retribution. There is a scene in the picture in which Eastwood’s character, William Munny, says, “any man I see out there, I’m gonna kill him. Any son of a bitch takes a shot at me, I’m not only going to kill him, I’m going to kill his wife and all his friends and burn his damn house down.”

“Hunter said of King Abdullah: “he’s angry. They’re starting more sorties tomorrow than they’ve ever had. They’re starting tomorrow. And he said, ‘the only problem we’re going to have is running out of fuel and bullets.’”

““He’s ready to get it on,” Hunter added. “He really is. It reminded me of how we were after 9/11. We were ready to give it to them.”

Speaking exclusively for Newslo, King Abdullah said: “yes, of course I’m mad! Wouldn’t you be?! That’s why I decided to consult one of the toughest men I know and a guy I personally look up to. Clint’s experience in the Wild West is extensive and I’ve decided to offer him an exclusive contract to act as my consultant for the time being. Until this crisis is over, I think it’s best to have Clint by my side 24/7. No ISIS member would dare mess with him. Not if they feel lucky, the punks.”"
